日期,淨尖峰供電能力(MW),尖峰負載(MW),備轉容量(MW),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1,核三#2,林口#1,林口#2,林口#3,台中#1,台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,興達#1,興達#2,興達#3,興達#4,大林#1,大林#2,和平#1,和平#2,麥寮#1,麥寮#2,麥寮#3,汽電共生,大潭 (#1-#6),通霄 (#1-#6，GT#9),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,風力發電,太陽能發電
20221018,34896,30687,4209,13.72,354.847,313.569,0,0,0,51.2,94.3,93.9,75.9,0,76.1,34.7,0,34.6,35.6,36.1,36.4,0,0,43,25.5,0,0,27.7,0,75.8,56.7,59.7,59.9,52.1,0,0,156,410.1,328.8,200.8,112.5,96.3,46.1,0,45.6,51.5,53.2,119,100.3,13.7,0,12.5,9.8,19.9,11.7,11.6,7.8,4,2.6,0.7,30.3,49.5,5.8,2.6,3.1,1.8,0,33.9,50.8,72.4
20221019,36225,30486,5739,18.83,353.465,312.349,0,0,0,94.8,94.3,94,75.7,0,75.9,27.8,0,28.3,28.1,28.1,28.7,0,0,34,25.5,0,0,37.4,0,76,76,59.7,60,52,0,1.2,153.8,411.4,328.6,208.7,111.8,90.6,46.1,0,45.3,51.2,52.9,119,75.4,13.8,0,12,4.9,5,12.1,11.7,7.7,0,2,0.6,25.6,30,5.8,3.2,4.8,1.9,0,32.8,75.5,81.8
20221020,36828,31318,5510,17.59,358.324,316.642,0,0,0,98.2,94.1,93.9,75.9,0,75.9,23.5,0,24.2,23.7,23.9,23.7,0,0,33.8,43.2,0,0,27.6,0,21.8,76,59.7,59.9,56.9,0,47.5,160.1,431.9,324.3,192.4,95.9,71.7,42.7,0,45.4,50.6,52,118.1,96.9,13.8,0,10.4,3,4,4,2.9,2.1,0,2.5,0.7,16.5,27.3,5.8,3.2,2.2,0,0,33.2,81.7,226.2
20221021,37034,31738,5296,16.69,363.533,321.246,0,0,0,98.2,94.2,93.9,75.8,0,75.8,27.7,0,28.5,27.6,28.3,28.6,0,0,33.1,38.5,0,0,27.8,0,75.9,76,59.7,59.9,47.2,0,57.2,158.6,449.8,325,183.5,97.1,96.5,46,0,44.9,49,52,95.8,48.5,13.8,0,10.6,5.4,12.2,8.5,7.7,4.5,0.1,3,0.9,15.7,31.5,5.8,3.2,0,0,0,32.9,77.6,215.4
20221022,33285,29350,3935,13.41,346.681,306.353,0,0,0,98,94.2,93.9,75.7,0,75.9,23.3,0,24.1,23.7,24.1,23.7,0,0,32.8,38.5,0,0,27.7,0,75.8,76,59.2,59.9,56.7,0,57.1,127.1,449.2,325.7,203.2,107.1,19.4,45.9,0,0,50.6,52.1,118.4,49.8,13.7,0,11.2,9.1,12,8.5,8,5.8,4,1.4,0.5,47.1,66.2,5.8,3.2,3.1,2.9,0,29.9,52.7,8.9
20221023,32271,27513,4758,17.29,321.664,284.246,0,0,0,98.2,94.1,93.8,75.7,0,75.9,24.9,0,26.4,25.7,27,26.1,0,0,33,37.9,0,0,27.6,0,75.6,75.8,57.4,59,51.4,0,56.9,141.9,425.5,326.6,173.7,93.7,42.9,0,0,0,0,53,45.2,48.6,13.8,0,10.2,8.3,16,10.9,10,7.1,4,3.5,1.1,30.4,63.4,5.8,3.2,4.9,4,0,31,89,0
20221024,38199,30366,7833,25.8,346.643,306.321,0,0,0,98,94.2,93.8,76.1,76.2,76.1,23.2,0,24.9,23.6,24,23.6,0,0,33,42.9,0,0,27.7,0,75.8,75.9,58.5,59.9,56.8,35.7,57.2,166.6,392.6,330,187.6,106.1,14.3,46.1,0,45.5,0.1,31.3,68.8,4.3,13.8,0,9,0,2.7,4.9,3.9,3.2,0,3.5,1.7,16.1,33.8,5.8,3.2,0,2.7,0,27.2,84.9,246.9
20221025,35999,30361,5638,18.57,352.042,311.092,0,0,0,98.2,94.1,93.8,76,76.2,76.1,23.3,0,0,23.7,24,23.4,0,0,33.7,0,0,0,27.7,0,75.9,76.1,58.5,59.9,56.8,33.5,57.2,159.8,396.5,315.8,173.7,96.9,34.9,46,0,45.7,50.9,52.3,101.4,50,13.8,0,8.6,4.4,2.2,9,8,5.5,2,3.4,1.7,14.7,34.4,5.8,3.2,1.9,0,0,26.9,83.8,168.8
20221026,37603,31502,6101,19.37,360.017,318.139,0,0,0,98.3,94.1,93.8,47.8,56.8,47.8,23.7,0,0,24.2,24.2,24.2,0,0,33.1,0,0,0,27.7,0,75.7,76,58.4,60.1,0,34.2,42.9,154.2,455.9,318,198.8,111.7,42.9,45.7,0,44.9,50.2,51.8,119.1,48.9,13.8,0,8.7,3.2,2.2,2.5,2.5,1.2,0,3.9,2.1,20.2,50.7,5.8,3.2,1.7,0,0,27.1,56.8,337.6
20221027,36956,31918,5038,15.79,363.215,320.965,0,0,0,98.2,94.1,93.8,56.6,56.8,56.8,25.8,0,0,23.8,24,23.9,0,0,33,0,0,0,27.6,0,75.8,75.9,57.1,60,0,36,35.7,158.1,456.4,334.3,190.4,108.3,43,45.8,0,44.7,50.5,51.5,68.7,49,13.9,0,8.5,5.9,6,5.9,4.2,3.1,1.6,7.2,3.6,25.4,51.4,5.8,3.2,0.4,0,0,27.2,84,328.5
20221028,36658,31800,4858,15.28,363.278,321.02,0,0,0,98.2,94.1,93.9,47.8,56.8,47.9,46.8,0,0,46.5,47.4,47.2,0,0,33.1,0,0,0,45.5,0,75.9,71.9,56.6,40.6,0,56.9,52.2,150.5,455.4,327.9,181.8,95.3,42.9,46,0,44.7,50.4,51.5,68.7,48.6,13.8,0,8.6,12.5,24.5,14.9,15.1,10.2,4.6,6,2.7,16,29,5.8,3.2,0,0,0,28.5,117.2,223.3
20221029,33748,27867,5881,21.1,333.257,294.491,0,0,0,98.2,94.2,94,37.6,56.7,37.8,23.3,0,0,23.9,24,23.9,0,0,33.6,0,21.4,0,27.6,0,75.8,28.8,55.6,38.6,0,54.5,47.4,141.6,425.7,318.5,178.3,112.6,39.9,42.9,0,45.4,24.5,52,115.9,46.8,13.7,0,9,9.6,18.7,12.4,12.4,8,4.7,3.9,2.1,23.6,47.2,5.8,3.2,4.7,4.1,0,28.1,89,7.6
20221030,32566,27318,5248,19.21,316.976,280.104,0,0,0,98.2,94.3,94,37.4,56.7,37.6,23.6,0,0,23.8,24,23.8,0,0,33.6,0,23.4,0,27.5,0,75.8,76,55.1,38.4,0,42.3,42.4,139.2,442,325.8,162.4,78.9,42.9,0,0,41.9,50.7,51.9,49.4,49.8,13.8,0,9.1,6.1,9.5,8.6,8.2,5.9,4.5,5.8,2.7,45.7,81.1,5.8,3.2,4.8,4,0,28,78.5,0
20221031,35903,30999,4904,15.82,351.979,311.035,0,0,0,98.3,94.2,93.9,56.5,56.7,56.8,52.5,0,0,51.8,53.5,53.2,0,0,43.3,0,33,0,51.2,0,75.8,76,55.1,59.9,0,57,47.4,143.8,440,321.7,172.6,82.9,42.9,46.1,0,41.9,50.7,51.8,119.2,50.6,13.9,3.9,8.5,0,1.2,2.4,2.4,1.3,0.8,4,1.8,12.1,31.6,0,3.2,1.6,0,0,26.9,72.2,153.9
20221101,34447,30734,3713,12.08,361.828,285.105,0,0,0,98.3,94.3,93.9,47.8,57.7,48,24.8,0,40.6,24.8,27.8,28,0,0,43.2,23,28.3,0,33.1,0,75.7,76,0,59.9,0,44,52.9,155.4,452.4,329.4,173.8,81.4,42.9,46.1,0,45.2,50.3,51.2,119,49.1,13.7,4,9.9,3.5,1.5,2.4,2.4,1.3,0.7,1.2,0.5,19.1,55.6,0,0.3,1,0,0,28.3,48.7,230.3
20221102,35891,31346,4545,14.5,365.655,288.12,0,0,0,98.3,94.3,93.9,37.8,57.5,37.9,50.2,0,49.4,49.2,50.7,50.8,0,0,42.4,43.2,23.7,0,32.6,0,75.9,76.2,0,59.9,0,57,52.1,140.4,435.7,336.3,172,79.4,23.9,40.6,0,45,49.8,49.7,119.1,48.7,14,0,10,3.1,2.9,2.9,2.5,1.4,0.6,2.1,1.3,23.3,65.2,5.8,3.1,2.5,0,0,31.4,81.5,175.3
20221103,35369,32273,3096,9.59,373.651,294.422,0,0,0,98.4,94.2,93.9,43.9,57.5,53.5,42.2,0,42.8,51.5,52.5,53.2,0,0,42.8,43.9,33.2,0,51.2,0,75.9,76.2,0,60,0,57,57.3,137.9,401.7,331.4,169.6,81.7,42.1,46.1,0,45.2,51,52.1,119,48,14,0,9.9,3.1,7.4,9,8.3,5.9,0.9,2.5,1,21.5,63.1,5.8,3.2,0,0,0,31.8,72.6,225.9
20221104,36738,31254,5484,17.55,368.481,290.347,0,0,0,98,93.9,93.9,56.6,76.2,75.9,44.1,0,42,51.4,43.7,43.7,0,0,47.5,47.7,48,0,25.7,0,76,75.9,0,0,0,56.8,57.2,133.3,371.6,302.9,158.9,76.1,14.9,40.3,0,45.7,51.1,52.1,107.6,48.3,13.5,0,8.7,3.1,1.1,2.4,2.4,1.3,0.6,1.6,0.5,17.4,36.3,5.8,3.2,1.6,0,0,32.5,88.2,325.6
20221105,32101,27070,5031,18.59,329.55,259.672,0,0,0,98.1,94.4,94.1,54.8,57.3,54.1,43.8,0,13,48.6,49.7,49.7,0,0,38.4,38.3,28.2,0,25.8,0,75.8,76.1,0,0,0,56.8,57.2,124.4,371.4,302.5,150,68.2,14.3,39.7,0,46,0,45.2,106.2,47.9,12.4,0,8.9,10.5,22.8,12.3,12.5,8.1,4.6,3.2,1,25.2,40.4,5.8,3.2,3.5,3.4,0,31.4,81.2,5.3
20221106,30066,26491,3575,13.5,313.827,247.282,0,0,0,98.2,94.2,94,37.6,57.1,37.8,52.8,0,24.2,51.6,53.1,53.2,0,0,38,38.3,28.5,0,42.4,0,75.5,75.8,0,0,0,42.3,57.2,126.1,374.7,306,163.6,83.7,14.3,0,0,41.9,0,53.1,39.7,26.8,14,0,9,14,23.3,12.8,12.7,8.1,2.7,1.8,0.5,30.7,80,5.8,3.2,2.5,4,0.2,28.9,78.3,0
20221107,34781,31053,3728,12.01,358.143,282.201,0,0,0,98.4,94.2,94,75.9,76.1,76.3,52.4,0,50.1,51.4,48.1,53.3,0,0,42.4,43.3,28.3,0,50.9,0,75.7,76.1,1.3,46.9,0,56.9,57.3,148.1,390.8,302.2,162.7,82.4,27,46.1,0,45.3,51.2,52.4,119,49.6,27.4,0,8.3,7.3,13.4,6.5,6.3,4.5,4.8,2.3,0.5,20.7,54.5,5.8,3.2,2.4,2.1,0.3,28.9,80.7,63.6
20221108,34895,31346,3549,11.32,370.028,291.567,0,0,0,98.3,94.2,94,75.7,75.8,76,49.9,0,48.2,48.5,50.3,53.2,0,0,47.3,47.8,0,0,25.6,0,76,76.2,60.1,60,0,56.9,57,144.9,397.7,302.3,160,83.7,42.9,46.1,0,45.6,51.4,52.6,115.4,49.8,51.1,3.3,8.3,5.1,8.5,5.9,4.9,3.3,2.6,0.9,0.1,14.9,59,5.8,3.2,2.3,1.8,0.3,27.6,77.7,56.7
20221109,35920,32437,3483,10.74,375.79,296.107,0,0,0,98.2,94.4,94,75.8,75.8,76.1,49.8,0,47,47.2,49.5,50.4,0,0,44.3,45.4,0,0,32.5,0,75.8,76.2,60.1,60,0,57,57,148.2,407.7,297.8,161.1,82.2,43,45.2,0,44.7,51.1,52.3,119,49.1,35.7,0,8.8,6.2,7.8,5.8,5.7,4.2,0.6,2,0.5,20,70.5,5.8,3.2,3,0,0.5,25.9,24,219.3
20221110,35341,32804,2537,7.73,380.744,300.011,0,0,0,98.2,94.3,94,75.8,75.8,76,49,0,49.6,50,50.2,53.5,0,0,49.8,47.5,0,0,47.7,0,76,76.1,60.3,60,0,57,57,148.6,426.9,301.3,158,95.7,42.9,45.5,1.4,44.7,51.1,52.3,119.1,48.8,60.2,0,12.1,3.3,2.1,6.4,4.2,1.9,0.7,2.9,0.7,0,60.8,5.8,3.2,3,0,0.3,18.2,36.2,202.3
20221111,36575,33121,3454,10.43,381.546,300.642,0,0,0,98.2,94.3,94,75.7,75.7,75.9,50.4,0,50.3,50.5,52.4,52.8,0,0,48.8,50.1,0,0,38.2,0,75.6,75.8,59.8,60,0,56.9,57,146.6,425.3,306.6,150.5,111.1,42.9,45.8,17.6,44.9,51,52.1,119.1,74.8,42.6,0,11.1,3,3.6,4.7,4.2,1.8,1.2,1.7,0.7,0,53.1,5.8,3.2,0,0,0.2,21,19,203.5
20221112,33708,28953,4755,16.42,350.044,275.82,0,0,0,98,94.3,93.9,75.7,75.7,76,27.7,0,29,27.6,28.6,28.7,0,0,38.5,38.4,0,0,25.1,0,75.5,75.9,60.1,60.2,0,42.1,42.3,128.6,380.1,325.8,144.1,91.6,42.9,45.8,48.3,0,51.3,52.6,119.1,99.1,13.7,0,9.3,3.1,12.5,8.8,8.6,6,2.6,1,0.2,0,66.1,5.8,3.2,2.6,3.7,0.3,27.2,12.4,21.3
20221113,31466,27493,3973,14.45,329.871,259.924,0,0,0,98,94.4,94.1,75.7,75.6,75.9,36.6,0,37.4,35.9,36.7,37.1,0,0,49.7,50.8,0,0,25.6,0,75.8,76.1,60.2,60,0,42.2,42.3,128.3,331.4,321.3,142.3,93.6,42.9,0,46.9,0,46.5,52.3,44.5,50.4,13.8,0,9.1,4.7,2.4,6.6,5.5,3.9,4.3,1,0.1,0,70.1,5.8,3.2,4,4,0.2,24.6,68.9,0
20221114,36701,31692,5009,15.81,364.448,287.17,0,0,0,97.9,94.5,94.2,75.9,75.7,76.1,35.1,0,35.5,34.9,49.8,36.4,0,0,47.2,50.3,0,0,26,4.2,75.9,76.2,60.3,60.1,0,56.9,52.2,144.9,357.9,328.3,146,68.7,42.7,45.8,47.1,45.2,47.6,51.8,112.3,95.9,13.8,0,8.5,0,4.5,2.8,2.7,1.3,2.7,2.8,1.4,0,52.2,5.8,3.2,1.8,0,0,28.6,62.8,201.8
20221115,37155,32200,4955,15.39,375.404,295.803,0,0,0,97.9,94.3,93.9,75.8,75.8,76.1,40.9,0,41.1,40.2,48.5,41.5,0,0,42.4,43,0,0,25.6,12.6,75.9,76.1,60.2,60.1,0,56.9,57,147.4,414.9,334.8,138.8,65.5,41.7,57.2,48.2,46,51.3,25.8,119.1,98.1,13.8,0,8.4,3.1,7.4,3,2.5,1.3,2.6,2.9,1.5,8.3,38.7,5.8,3.2,2,0,0,25.8,70.6,170
20221116,35733,31823,3910,12.29,373.106,293.992,0,0,0,98.1,94.4,94,75.9,75.9,76.3,44.8,0,44.7,44,44.8,36.8,0,0,42.8,43.6,0,0,25.6,27.7,75.8,76.2,60.3,60,0,52,57,140.9,424.7,330.8,157.5,75.9,31.8,69.1,48.5,46.1,51.2,25.7,119,90.6,13.8,0,8.5,5.9,12.1,7.4,7,5,2.5,2.6,1.3,16.6,46.1,5.8,3.2,4.7,3.6,0,30.5,49.8,64.9
20221117,37755,32470,5285,16.28,376.909,296.989,0,0,0,97.9,94.3,93.9,75.7,75.8,76,49.9,0,46.2,50.3,49,49.4,0,0,45.9,43.8,0,0,25.7,35.9,75.6,76,60.2,60,0,56.9,50,149.9,379.5,324.3,141.1,69.6,14.6,61.9,48.2,45.6,50.8,25.3,119,72.7,13.8,0,8.4,0,2,2,1.9,0.8,0.7,1.9,1.1,15.2,32.8,5.8,3.2,0,0,0,14.6,5.6,324.3
20221118,38723,32202,6521,20.25,375.208,295.649,0,0,0,97.8,94.4,93.9,75.5,75.7,75.8,43,0,43.2,41.9,43.4,43.5,0,0,42.7,43.8,0,0,25.8,36.7,75.7,75.9,60.2,60,0,56.9,57.2,151.3,347,317.9,143,59.5,36.6,66.1,42.4,45.7,51,25.5,104.6,70.6,13.9,0,9.1,1.9,1.2,2,2,1,0.6,1.4,0.8,14.8,17.6,4.8,3,1.8,0,0,16.1,89.4,296.5
20221119,32227,28347,3880,13.69,346.472,273.005,0,0,0,97.9,0,94.1,0,75.8,76.1,52.3,0,51.4,51.4,51.4,53.2,0,0,38.8,39,0,0,25.7,25.6,75.7,75.9,59.8,60,0,57,47.4,127,396.7,322.1,138.2,60.1,58.2,92,48.2,46,0,0,50.3,100.9,13.7,0,9.5,3.6,10.1,6,5.5,4.1,2.5,1.7,1,30.1,63.9,4.6,3,1.5,3.2,0,22.1,62.5,0
20221120,30944,27336,3608,13.2,327.374,257.957,0,0,0,97.9,0,94.1,0,76,76.1,52,0,51.4,51.3,18.8,53.6,0,0,38.7,38.9,0,0,25.6,25.7,75.8,76,59.1,59.9,0,42.3,47.5,125.9,416.8,320.1,138.6,79.8,58.8,46,0,41.8,51.2,0,50.3,50.2,13.8,0,9.4,3,5.4,3.8,3.4,2.6,2.5,1.9,1.1,30.4,67.4,4.5,2.6,4.8,4,0,23.1,66.1,0
20221121,35003,31917,3086,9.67,369.966,291.518,0,0,0,97.9,0,94.2,0,75.9,76.2,52.3,0,50.1,51.4,52.8,53.5,0,0,49.7,51.5,0,0,34.6,29.2,75.8,76.1,59.7,59.9,0,56.9,47.5,151.5,417.8,330.3,150.5,86.2,95.8,91.8,47.9,45.6,50.9,25.6,119,99,14.5,0,9.1,0,1.8,2.8,2.9,1.7,0.5,2.4,0.7,16.8,32.4,0,2.6,1.6,0,0,17.8,63,138.5
20221122,36987,32527,4460,13.71,382.729,301.575,0,0,0,97.9,0,94.1,0,75.9,76.1,48.7,0,47.5,47.1,48.6,49,0,0,49.9,52.3,0,0,42.7,40.5,75.9,76.1,59.4,59.9,0,56.9,47.5,151.2,384.6,335.4,153.6,87.3,94.7,91.6,47.4,45.8,51.3,25.9,119.2,99.3,13.9,0,9.1,3.2,3.1,2.2,2.7,1.6,0.7,0.5,0.1,16.4,10.3,4.3,2.6,0,0,0,15.8,10.5,299.6
20221123,35521,31813,3708,11.66,377.571,297.51,0,0,0,98,0,94.1,0,76,76.1,52.6,0,51.1,51.4,52.3,53.5,0,0,50,51.5,0,0,25.7,25.8,75.8,76.1,59.6,60,0,56.9,47.5,154.2,424.8,335.9,152.1,98.7,91.9,92.3,48.7,46.5,51.4,52.7,119,97.8,13.7,0,8.6,4.8,8.4,4.1,3.2,1.8,1.9,1,0.1,16.5,33.7,3.9,2.6,3.1,1.8,0,24.9,79.6,43.5
20221124,35517,31556,3961,12.55,373.459,294.27,0,0,0,98,0,94.2,0,76,76.2,51.8,0,47.7,51,51.8,53.4,0,0,44.7,51.7,0,0,25.6,30.3,75.8,76.1,59.7,60,0,56.8,57.2,159.5,427.7,331.6,153.8,98.3,46.6,92,48.7,46.3,51.5,52.8,119,98.6,13.9,0,9.1,10,15.8,8.4,7.9,5.9,0.8,0.8,0.1,16.3,40.9,3.9,3.1,2.5,1.8,0,23.3,58,45.3
20221125,36907,31422,5485,17.46,371.419,292.663,0,0,0,98.1,0,94.2,0,75.7,75.9,52.1,0,50.2,51.2,51.7,52.9,0,0,49.9,51.5,0,0,25.7,25.6,75.8,76,59.5,59.9,0,56.8,57.2,147.5,399.1,322.8,131.5,87.1,36.4,92,48.5,46.1,51.4,52.7,119,93.7,13.6,0,8.8,0,2.4,1.9,2.6,1.2,4.5,1,0.2,15.7,15.8,3.9,3.1,2.5,1.8,0,24,35.3,208.3
20221126,32598,26869,5729,21.32,329.146,259.353,0,0,0,98,0,94.2,75.9,75.9,76,35.6,0,38.1,37.8,38.2,38.3,0,0,43.8,43.3,0,0,25.7,26.2,75.8,76.1,59.5,60,0,56.8,57.2,70.8,385.1,328.8,136.4,90.7,36.4,42.7,0,46.3,0,0,118.4,0,13.4,0,9.2,5.3,7,1.7,1.7,0.7,4.7,0.7,0.1,30.1,70.2,4.9,3.1,3.3,6.1,0,31.4,66.4,2.7
20221127,32535,26978,5557,20.6,319.87,252.044,0,0,0,98.1,0,94.2,75.7,75.8,75.8,47.4,0,47.4,47.3,48.7,48.3,0,0,42.8,42.9,0,0,25.6,26.1,75.6,75.8,58,58.2,0,51.9,52.4,102.8,334.8,328,142.6,92,36.3,0,42.1,41.8,48.4,52.7,50.4,49.2,13.3,0,9.9,0,1.2,1.7,1.7,0.7,4.5,0.9,0.2,30.1,65.7,4.9,3.1,2.5,4,0,30.7,4.5,0
20221128,38068,32482,5586,17.2,368.816,290.612,0,0,0,97.9,0,93.9,75.8,75.8,75.9,39.8,0,41.4,44.9,45.8,40.6,0,0,39.3,38.3,0,0,25.8,26.1,75.8,76,59.3,59.8,0,52,57.3,148.7,396.1,330.3,139.6,113.1,90.9,91.3,48,45.6,50.8,52.3,119,95.5,13.8,0,11,3.8,3.2,8.2,7.6,3.9,0.6,2.5,1,15.5,52.6,0,2.6,0.7,0,0,25.5,4.8,202.2
20221129,37035,33198,3837,11.56,384.852,303.247,0,0,0,97.8,0,93.8,75.8,75.9,75.9,52.6,0,46.5,51.1,52.1,52.8,0,0,48.1,47.6,0,0,38.5,32.5,75.8,75.9,59.4,59.9,0,56.9,57.2,142.5,426.8,330.5,162.7,108.2,42.9,91.5,46.9,45.5,50.3,51.9,119,96.6,20.9,0,11.5,3.2,2.9,7.5,6.7,5,4.5,2,0.5,20.1,51.7,3.6,2.5,2,0,0,22.6,4.2,187.5
20221130,37399,30629,6770,22.1,365.839,288.265,0,0,0,97.9,0,94.2,76,76.1,61.3,34.6,0,33.9,34.4,35.1,33.5,0,0,43.3,43.8,0,0,26.3,0,76,76.2,59.6,60,0,56.8,57.3,134.6,353.2,306,138.9,81.1,18,91.9,44.1,46.5,0.1,51,117.3,64.4,13.7,0,10,3.6,1.8,2,1.7,0.7,0.6,1.7,0.4,14.9,32,3,2.5,1.6,0,0,27.6,104.5,290.1
20221201,34408,29944,4464,14.91,358.128,243.185,0,0,0,97.3,0,94.1,75.9,75.9,0,37.8,0,38.1,37.5,37.8,37.6,0,0,43.1,43,0,0,26.2,0,75.9,76,59.8,60,0,56.8,57.2,143.3,402.8,335.4,147.9,64.1,43,92,35.3,46.7,52.2,45,119.1,100.7,12.6,0,8.5,3,2.3,8.9,8.4,6.1,4.4,1.5,0.4,14.9,47.7,2.4,2.4,1.6,1.8,0,21.2,113.3,51.8
20221202,33836,29319,4517,15.41,351.915,238.966,0,0,0,97.9,0,94,76.1,76.2,0,23.6,0,24.2,23.7,24,28.9,0,0,43.1,43.1,0,0,26.2,0,75.5,75.9,59.6,60,0,56.8,57.2,97.8,416.1,332,157.7,79.6,37.5,92,48.8,46.4,52,53.3,119.2,66,12.6,0,8.7,6.1,11.3,9.2,8.5,5.8,4.5,1.1,0.3,35.9,61.3,1.9,2.3,4.5,2.2,0,23.8,104.2,43.1
20221203,31626,27341,4285,15.67,329.801,223.949,0,0,0,97.9,0,93.9,75.6,75.8,0,25.2,0,25.8,25.2,25.2,25,0,0,42.6,43.1,0,0,26.2,0,75.5,75.9,59.7,59.9,0,56.7,57.2,65.3,398.7,333.4,163.3,83.6,36.4,46.1,48.8,46.2,0,52.9,119.2,0,11.9,0,8.8,6,9.5,8.9,8.4,6,4.5,3.9,0.8,38.2,84.2,4.3,2.3,4.4,4,0,25.5,98.7,3.4
20221204,30383,26257,4126,15.71,314.885,213.82,0,0,0,97.8,0,93.9,75.8,75.8,0,37,0,37.4,36.8,37.2,37.1,0,0,38.3,38.3,0,0,26.2,0,75.8,76,58,58.2,0,51.9,57.3,64.3,364.9,324.1,130.5,70.8,37.2,46.1,48.8,41.7,0,53.5,68.9,51.3,11.7,0,8.7,7.7,13.4,7.8,8,5.9,2.5,1.6,0.5,15.5,50.9,4.9,2.1,4.9,2.5,0,21.7,113.6,0
20221205,34391,29487,4904,16.63,345.515,234.619,0,0,0,97.9,0,94,76,76.3,0,31,0,30.6,30.4,31.3,30.9,0,0,38.4,38.4,0,0,26.1,0,75.8,76.2,59.6,60,0,56.8,57.3,143.9,389.5,324.5,138.3,74.1,36.4,92,49.4,46.9,48.5,54,119.2,102.6,11.7,0,8.7,3.1,6.2,7.3,6.8,5.1,4.4,1.9,0.5,15.6,47.7,5.8,2.1,2.8,3.8,0,22.3,111.7,47.7
20221206,34029,29543,4486,15.19,349.991,237.66,0,0,0,97.9,0,94.2,75.8,76.1,0,30.2,0,29.3,30.4,29.4,29,0,0,38.3,38.4,0,0,26.2,0,76,76.2,59.5,60.1,0,56.9,52.4,140.6,415.8,326.9,139,78.5,36.4,92,48.8,46.7,52.1,53.5,119.2,102.3,13.6,0,8.4,3.4,7,5,3.9,2.4,2.5,1.5,0.3,15.1,43.3,5.8,2.1,3.1,1.5,0,21.4,99.4,47
20221207,35044,29906,5138,17.18,356.835,242.307,0,0,0,97.9,0,94.1,75.8,76,0,29.8,0,30,29.1,28.3,30.2,0,0,38.4,38.3,0,0,26.2,0,75.9,76.2,59.4,60,0,56.7,52.4,147.4,413.4,324.7,144.6,112.7,48.4,91.2,48.7,46.7,49.9,53.4,118.9,100.7,13.9,0,8.4,0.3,1.8,1.7,1.8,0.8,2.5,2.1,0.6,15.3,45.6,2.3,2,2.2,2.9,0,17.1,107.7,58.6
20221208,34692,29719,4973,16.73,355.707,241.541,0,0,0,97.9,0,94.1,75.8,75.9,0,33.1,0,34,33.1,33.7,33.7,0,0,32.8,33.4,0,0,26.2,0,76,76.2,60.3,60,0,56.7,52.4,147.3,426.7,322,145.6,99.6,48.3,92,49,46.7,52.2,53.4,113.8,95.3,13.9,0,8.2,4.1,6.9,1.7,1.8,0.7,1.6,1.7,0.4,15.8,36.3,0.5,0,0,1.8,0,19,92.3,64.2
20221209,35346,29537,5809,19.66,354.128,240.469,0,0,0,98,0,94.2,75.7,75.9,0,23.5,0,24.2,23.8,23.5,24.1,0,0,28,28.4,0,0,26.1,0,75.9,76.2,60.1,59.9,0,56.8,52.4,144.4,416.7,349.6,161.8,105.1,36.4,87.9,44.2,46.5,52,47.6,104.8,91.8,13.9,0,9.1,3.8,4,3.6,3.1,1.8,4.3,1.9,0.5,18.4,52.8,3.1,2,1.3,2.2,0,22.5,107.7,58
20221210,31079,26890,4189,15.58,327.401,222.319,0,0,0,72.8,0,94.2,75.7,75.9,0,36.4,0,40.8,39.8,41.2,41.5,0,0,27.9,28.4,0,0,26.2,0,75.8,76.2,60.2,59.9,0,56.8,52.3,108.2,355.9,308.2,149.5,94.3,82.9,45.9,0,46.4,52.2,53.4,50.3,51.8,13.9,0,8.5,3.1,1.8,2.1,2,0.8,4.4,2.5,0.7,30.8,56.8,5.8,2,3,3.4,0,19.6,101.5,0
20221211,31990,25977,6013,23.15,310.195,210.636,0,0,0,98.3,0,94.3,75.9,75.9,0,23.1,0,24.3,23.8,23.5,24.1,0,0,28,28.5,0,0,26.2,0,75.9,76.2,57.6,57.5,0,55.2,52.4,104.5,385.3,313.6,152,96,36.5,39.5,0,41.7,0,54.1,110.9,52.6,13.9,0,8.5,0,0,2.1,2,0.8,0.5,3.2,0.9,31,68.4,5.8,2,3,4,0,23.7,86.1,0
20221212,34418,29460,4958,16.83,345.36,234.514,0,0,0,98.1,0,94.1,75.8,76.1,0,32.7,0,27.9,27.5,33.6,33.8,0,0,28.4,28.5,0,0,26.2,0,75.8,76.2,59.6,60,0,52,52.4,145.1,418.5,303.5,141.1,103.6,65.5,92,49,47,52.8,54.1,119.3,103.7,13.9,0.2,8.2,2.3,1.6,1.7,1.7,0.7,4.5,2.3,0.7,26.6,48.9,4.8,2,3,3.8,0,22.7,107.5,3.1
